Image_Name,True_Color,File_Path
20240505_125919_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240505_125919_warning_helmet_p0_vest.jpg
20240424_121736_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240424_121736_warning_helmet_p1_vest.jpg
20240424_121736_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240424_121736_warning_helmet_p0_vest.jpg
20240419_161416_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240419_161416_warning_helmet_p0_vest.jpg
20240419_161405_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240419_161405_warning_helmet_p0_vest.jpg
20240411_182017_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_182017_warning_trespassing_p0_vest.jpg
20240411_180534_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_180534_warning_trespassing_p2_vest.jpg
20240411_180534_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_180534_warning_trespassing_p1_vest.jpg
20240411_175949_warning_trespassing_p3_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175949_warning_trespassing_p3_vest.jpg
20240411_175949_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175949_warning_trespassing_p2_vest.jpg
20240411_175949_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175949_warning_trespassing_p1_vest.jpg
20240411_175949_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240411_175949_warning_trespassing_p0_vest.jpg
20240411_175511_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175511_warning_trespassing_p1_vest.jpg
20240411_175511_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240411_175511_warning_trespassing_p0_vest.jpg
20240411_175441_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175441_warning_trespassing_p1_vest.jpg
20240411_175316_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175316_warning_trespassing_p1_vest.jpg
20240411_175316_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_175316_warning_trespassing_p0_vest.jpg
20240411_174857_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174857_warning_trespassing_p2_vest.jpg
20240411_174857_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174857_warning_trespassing_p0_vest.jpg
20240411_174819_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174819_warning_trespassing_p0_vest.jpg
20240411_174524_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174524_warning_trespassing_p0_vest.jpg
20240411_174154_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174154_warning_trespassing_p2_vest.jpg
20240411_174154_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174154_warning_trespassing_p1_vest.jpg
20240411_174154_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240411_174154_warning_trespassing_p0_vest.jpg
20240411_174102_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_174102_warning_trespassing_p2_vest.jpg
20240411_162236_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_162236_warning_helmet_p1_vest.jpg
20240411_162236_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240411_162236_warning_helmet_p0_vest.jpg
20240407_095416_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240407_095416_warning_helmet_p0_vest.jpg
20240407_093054_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240407_093054_warning_helmet_p0_vest.jpg
20240330_100433_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240330_100433_warning_helmet_p0_vest.jpg
20240329_222245_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240329_222245_warning_helmet_p0_vest.jpg
20240326_202022_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240326_202022_warning_helmet_p0_vest.jpg
20240314_183038_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240314_183038_warning_trespassing_p0_vest.jpg
20240312_093402_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_093402_warning_trespassing_p0_vest.jpg
20240312_091816_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091816_warning_trespassing_p0_vest.jpg
20240312_091431_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091431_warning_trespassing_p1_vest.jpg
20240312_091402_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091402_warning_trespassing_p0_vest.jpg
20240312_091347_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091347_warning_trespassing_p0_vest.jpg
20240312_091314_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091314_warning_trespassing_p1_vest.jpg
20240312_091058_warning_trespassing_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091058_warning_trespassing_p2_vest.jpg
20240312_091058_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_091058_warning_trespassing_p1_vest.jpg
20240312_090828_warning_trespassing_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090828_warning_trespassing_p2_vest.jpg
20240312_090828_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090828_warning_trespassing_p1_vest.jpg
20240312_090828_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090828_warning_trespassing_p0_vest.jpg
20240312_090509_warning_trespassing_p5_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090509_warning_trespassing_p5_vest.jpg
20240312_090509_warning_trespassing_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090509_warning_trespassing_p2_vest.jpg
20240312_090419_warning_trespassing_p5_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090419_warning_trespassing_p5_vest.jpg
20240312_090419_warning_trespassing_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090419_warning_trespassing_p2_vest.jpg
20240312_090419_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090419_warning_trespassing_p0_vest.jpg
20240312_090353_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090353_warning_trespassing_p0_vest.jpg
20240312_090231_warning_trespassing_p4_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090231_warning_trespassing_p4_vest.jpg
20240312_090231_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090231_warning_trespassing_p2_vest.jpg
20240312_090231_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090231_warning_trespassing_p1_vest.jpg
20240312_090231_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090231_warning_trespassing_p0_vest.jpg
20240312_090213_warning_trespassing_p4_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090213_warning_trespassing_p4_vest.jpg
20240312_090213_warning_trespassing_p3_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090213_warning_trespassing_p3_vest.jpg
20240312_090213_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090213_warning_trespassing_p2_vest.jpg
20240312_090035_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240312_090035_warning_trespassing_p0_vest.jpg
20240312_090025_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240312_090025_warning_trespassing_p0_vest.jpg
20240229_060022_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_060022_warning_helmet_p0_vest.jpg
20240229_055931_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055931_warning_trespassing_p2_vest.jpg
20240229_055931_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055931_warning_trespassing_p1_vest.jpg
20240229_055931_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055931_warning_trespassing_p0_vest.jpg
20240229_055704_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055704_warning_trespassing_p0_vest.jpg
20240229_055626_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055626_warning_trespassing_p1_vest.jpg
20240229_055444_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055444_warning_helmet_p0_vest.jpg
20240229_055421_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055421_warning_trespassing_p1_vest.jpg
20240229_055421_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055421_warning_trespassing_p0_vest.jpg
20240229_055234_warning_helmet_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055234_warning_helmet_p2_vest.jpg
20240229_055234_warning_helmet_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055234_warning_helmet_p1_vest.jpg
20240229_055234_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055234_warning_helmet_p0_vest.jpg
20240229_055218_warning_helmet_p3_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055218_warning_helmet_p3_vest.jpg
20240229_055218_warning_helmet_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055218_warning_helmet_p2_vest.jpg
20240229_055218_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055218_warning_helmet_p0_vest.jpg
20240229_055047_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_055047_warning_helmet_p0_vest.jpg
20240229_055020_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055020_warning_helmet_p1_vest.jpg
20240229_055001_warning_helmet_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_055001_warning_helmet_p2_vest.jpg
20240229_054902_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054902_warning_helmet_p1_vest.jpg
20240229_054902_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054902_warning_helmet_p0_vest.jpg
20240229_054848_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054848_warning_helmet_p1_vest.jpg
20240229_054848_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054848_warning_helmet_p0_vest.jpg
20240229_054845_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054845_warning_helmet_p0_vest.jpg
20240229_054832_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_054832_warning_helmet_p0_vest.jpg
20240229_054806_warning_helmet_p2_vest.jpg,Yellow,./Data_Vest_Crops/train/20240229_054806_warning_helmet_p2_vest.jpg
20240229_054806_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054806_warning_helmet_p1_vest.jpg
20240229_054806_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054806_warning_helmet_p0_vest.jpg
20240229_054627_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240229_054627_warning_helmet_p1_vest.jpg
20240216_115651_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240216_115651_warning_trespassing_p0_vest.jpg
20240216_115619_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240216_115619_warning_trespassing_p0_vest.jpg
20240214_120930_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240214_120930_warning_helmet_p0_vest.jpg
20240214_120429_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_120429_warning_helmet_p0_vest.jpg
20240214_120419_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_120419_warning_helmet_p0_vest.jpg
20240214_120348_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_120348_warning_helmet_p0_vest.jpg
20240214_115958_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115958_warning_helmet_p0_vest.jpg
20240214_115859_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115859_warning_helmet_p0_vest.jpg
20240214_115740_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115740_warning_helmet_p0_vest.jpg
20240214_115731_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115731_warning_trespassing_p0_vest.jpg
20240214_115724_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115724_warning_helmet_p0_vest.jpg
20240214_115707_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_115707_warning_helmet_p0_vest.jpg
20240214_115344_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240214_115344_warning_helmet_p0_vest.jpg
20240214_114952_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240214_114952_warning_helmet_p0_vest.jpg
20240214_112422_warning_helmet_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240214_112422_warning_helmet_p0_vest.jpg
20240214_112414_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240214_112414_warning_trespassing_p0_vest.jpg
20240214_093555_warning_helmet_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_093555_warning_helmet_p0_vest.jpg
20240214_093359_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_093359_warning_helmet_p1_vest.jpg
20240214_093353_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_093353_warning_helmet_p1_vest.jpg
20240214_093351_warning_helmet_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240214_093351_warning_helmet_p1_vest.jpg
20240205_111307_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240205_111307_warning_trespassing_p0_vest.jpg
20240204_141539_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_141539_warning_trespassing_p1_vest.jpg
20240204_141539_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_141539_warning_trespassing_p0_vest.jpg
20240204_131958_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_131958_warning_trespassing_p0_vest.jpg
20240204_131732_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_131732_warning_trespassing_p1_vest.jpg
20240204_131720_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_131720_warning_trespassing_p0_vest.jpg
20240204_131347_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_131347_warning_trespassing_p0_vest.jpg
20240204_123117_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_123117_warning_trespassing_p0_vest.jpg
20240204_115708_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115708_warning_trespassing_p0_vest.jpg
20240204_115655_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115655_warning_trespassing_p0_vest.jpg
20240204_115643_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115643_warning_trespassing_p0_vest.jpg
20240204_115639_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115639_warning_trespassing_p0_vest.jpg
20240204_115633_warning_trespassing_p0_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115633_warning_trespassing_p0_vest.jpg
20240204_115631_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115631_warning_trespassing_p1_vest.jpg
20240204_115631_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115631_warning_trespassing_p0_vest.jpg
20240204_115456_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115456_warning_trespassing_p0_vest.jpg
20240204_115446_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115446_warning_trespassing_p0_vest.jpg
20240204_115356_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115356_warning_trespassing_p1_vest.jpg
20240204_115336_warning_trespassing_p2_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115336_warning_trespassing_p2_vest.jpg
20240204_115336_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115336_warning_trespassing_p0_vest.jpg
20240204_115325_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115325_warning_trespassing_p0_vest.jpg
20240204_115305_warning_trespassing_p1_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115305_warning_trespassing_p1_vest.jpg
20240204_115245_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115245_warning_trespassing_p0_vest.jpg
20240204_115144_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115144_warning_trespassing_p1_vest.jpg
20240204_115144_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115144_warning_trespassing_p0_vest.jpg
20240204_115134_warning_trespassing_p1_vest.jpg,Orange,./Data_Vest_Crops/train/20240204_115134_warning_trespassing_p1_vest.jpg
20240204_115134_warning_trespassing_p0_vest.jpg,Yellow,./Data_Vest_Crops/train/20240204_115134_warning_trespassing_p0_vest.jpg
